player_name,team,position,year,total_contract_value_millions,guaranteed_money_millions
Farmer Andrew Farmer,SF,LB,2015,1.005,0.0
Bradley-King Will Bradley-King,SF,LB,2015,1.005,0.0
Pleasants Austen Pleasants,SF,LT,2015,0.96,0.0
Nugent Drake Nugent,SF,C,2015,0.885,0.0
Alarcon Isaac Alarcon,SF,OL,2015,0.885,0.0
Canteen Derrick Canteen,SF,S,2015,0.885,0.0
Bergen Junior Bergen,SF,WR,2015,0.885,0.0
Cross Charles Cross,SEA,LT,2015,104.4,43.06
Darnold Sam Darnold,SEA,QB,2015,100.5,37.5
Williams Leonard Williams,SEA,ED,2015,64.5,26.15
Lucas Abraham Lucas,SEA,RT,2015,46.0,12.79
Nwosu Uchenna Nwosu,SEA,LB,2015,45.0,32.0
Kupp Cooper Kupp,SEA,WR,2015,45.0,17.5
Love Julian Love,SEA,FS,2015,33.0,13.165
Lawrence DeMarcus Lawrence,SEA,DL,2015,32.5,13.0
Witherspoon Devon Witherspoon,SEA,CB,2015,31.861153,31.861153
Jones Ernest Jones,SEA,LB,2015,28.5,10.0
Reed Jarran Reed,SEA,DL,2015,22.0,8.0
Myers Jason Myers,SEA,K,2015,21.1,8.665
Zabel Grey Zabel,SEA,G,2015,18.47146,18.47146
Dickson Michael Dickson,SEA,P,2015,16.2,7.5
Murphy Byron Murphy,SEA,ED,2015,16.083122,16.083122
Smith-Njigba Jaxon Smith-Njigba,SEA,WR,2015,14.417307,14.417307
Emmanwori Nick Emmanwori,SEA,S,2015,11.60126,11.60126
Hall Derick Hall,SEA,LB,2015,9.115578,7.222545
Arroyo Elijah Arroyo,SEA,TE,2015,8.813367,6.872
Mafe Boye Mafe,SEA,LB,2015,8.562251,6.319285
Walker III Kenneth Walker III,SEA,RB,2015,8.441581,6.14404
Charbonnet Zach Charbonnet,SEA,RB,2015,6.876079,3.813333
Milroe Jalen Milroe,SEA,QB,2015,6.264086,1.1957
Haynes Christian Haynes,SEA,G,2015,5.802764,1.040192
Shaheed Rashid Shaheed,SEA,WR,2015,5.2,1.0
Lock Drew Lock,SEA,QB,2015,5.0,2.25
Knight Tyrice Knight,SEA,LB,2015,4.79256,0.77256
Barner A.J. Barner,SEA,TE,2015,4.775108,0.755108
Mills Rylie Mills,SEA,DL,2015,4.6675,0.4675
Bradford Anthony Bradford,SEA,G,2015,4.643984,0.803984
Horton Tory Horton,SEA,WR,2015,4.56504,0.36504
Ouzts Robbie Ouzts,SEA,TE,2015,4.520216,0.320216
Bryant Coby Bryant,SEA,CB,2015,4.467804,0.807804
Cabeldue Bryce Cabeldue,SEA,G,2015,4.43226,0.23226
Pritchett Nehemiah Pritchett,SEA,CB,2015,4.399072,0.379072
Richman Mason Richman,SEA,T,2015,4.325924,0.125924
Morris Mike Morris,SEA,ED,2015,4.172076,0.332076
Oluwatimi Olu Oluwatimi,SEA,C,2015,4.156456,0.316456
Jones Josh Jones,SEA,G,2015,4.0,3.0
Woolen Tariq Woolen,SEA,CB,2015,3.992216,0.332216
McIntosh Kenny McIntosh,SEA,RB,2015,3.930852,0.090852
Young Dareke Young,SEA,WR,2015,3.7611,0.1011
O'Toole Connor O'Toole,SEA,DL,2015,2.995,0.264
Kallerup Nick Kallerup,SEA,TE,2015,2.99,0.259
Ivey Jared Ivey,SEA,DL,2015,2.98,0.095
Thomas Drake Thomas,SEA,LB,2015,2.71,0.1
Bobo Jake Bobo,SEA,WR,2015,2.705,0.01
Stoll Chris Stoll,SEA,LS,2015,2.7015,0.0065
Jobe Josh Jobe,SEA,CB,2015,2.0,0.3
Kight Amari Kight,SEA,T,2015,1.845,0.0
Finley A.J. Finley,SEA,S,2015,1.765,0.0
Sundell Jalen Sundell,SEA,T,2015,1.755,0.0
Holani George Holani,SEA,RB,2015,1.755,0.0
Saubert Eric Saubert,SEA,TE,2015,1.3,1.288888
Surratt Chazz Surratt,SEA,LB,2015,1.15,0.05
O'Connell Patrick O'Connell,SEA,LB,2015,1.03,0.0
Okada Ty Okada,SEA,S,2015,1.03,0.0
Russell Brady Russell,SEA,TE,2015,1.03,0.0
White Cody White,SEA,WR,2015,1.03,0.0
Pili Brandon Pili,SEA,DL,2015,0.915,0.0
Wirfs Tristan Wirfs,TB,LT,2015,140.6,52.244
Mayfield Baker Mayfield,TB,QB,2015,100.0,40.0
Goedeke Luke Goedeke,TB,RT,2015,90.0,27.406
Winfield Jr. Antoine Winfield Jr.,TB,S,2015,84.1,45.0
Vea Vita Vea,TB,DL,2015,71.0,14.734439
Godwin Chris Godwin,TB,WR,2015,66.0,44.0
Dean Jamel Dean,TB,CB,2015,52.0,21.5
McCollum Zyon McCollum,TB,CB,2015,48.0,20.0
Evans Mike Evans,TB,WR,2015,41.0,29.0
Bredeson Ben Bredeson,TB,G,2015,22.0,12.5
Egbuka Emeka Egbuka,TB,WR,2015,18.17273,18.17273
Kancey Calijah Kancey,TB,DL,2015,14.493474,14.493474
Barton Graham Barton,TB,C,2015,14.027456,14.027456
Reddick Haason Reddick,TB,ED,2015,14.0,12.0
McLaughlin Chase McLaughlin,TB,K,2015,12.3,5.0
Nelson Anthony Nelson,TB,ED,2015,10.0,5.5
Hall Logan Hall,TB,DL,2015,9.316455,6.861029
David Lavonte David,TB,LB,2015,9.0,9.0
Morrison Benjamin Morrison,TB,CB,2015,8.215968,3.576882
Mauch Cody Mauch,TB,G,2015,7.485456,4.613231
Braswell Chris Braswell,TB,ED,2015,6.785196,3.885353
Parrish Jacob Parrish,TB,CB,2015,6.348646,1.257196
Dixon Riley Dixon,TB,P,2015,6.0,3.0
Smith Tykee Smith,TB,S,2015,5.687018,0.956012
McMillan Jalen McMillan,TB,WR,2015,5.663024,0.938564
Diaby YaYa Diaby,TB,ED,2015,5.465412,0.974844
Walker David Walker,TB,DL,2015,5.16326,0.96326
White Rachaad White,TB,RB,2015,5.129999,0.910908
Irving Bucky Irving,TB,RB,2015,4.751552,0.731552
Roberts Elijah Roberts,TB,DL,2015,4.609792,0.409792
Otton Cade Otton,TB,TE,2015,4.493944,0.833944
Johnson Tez Johnson,TB,WR,2015,4.32394,0.12394
Klein Elijah Klein,TB,G,2015,4.158388,0.138388
Dennis SirVocea Dennis,TB,LB,2015,4.157324,0.317324
Culp Devin Culp,TB,TE,2015,4.106184,0.086184
Durham Payne Durham,TB,TE,2015,4.084976,0.244976
Hayes Josh Hayes,TB,S,2015,4.044372,0.204372
Kieft Ko Kieft,TB,TE,2015,3.792016,0.132016
Gaines Greg Gaines,TB,DL,2015,3.5,2.245
Chukwuma Benjamin Chukwuma,TB,T,2015,3.02,0.3
Roberts J.J. Roberts,TB,S,2015,2.995,0.3
Smith Jaden Smith,TB,WR,2015,2.965,0.0
Johnson Kameron Johnson,TB,WR,2015,2.84,0.01
Izien Christian Izien,TB,S,2015,2.705,0.165
Tucker Sean Tucker,TB,RB,2015,2.695,0.0
Watts Markees Watts,TB,ED,2015,2.695,0.0
Kamara Mohamed Kamara,TB,ED,2015,2.265,0.0
Wright Owen Wright,TB,RB,2015,2.125,0.0
Williams Josh Williams,TB,RB,2015,2.125,0.0
Banks Marcus Banks,TB,S,2015,2.125,0.0
Jackson Nick Jackson,TB,LB,2015,2.125,0.0
Greene Garrett Greene,TB,WR,2015,1.97,0.035
Houston Dennis Houston,TB,WR,2015,1.935,0.0
Hutmacher Nash Hutmacher,TB,DL,2015,1.935,0.0
Foerner Marshall Foerner,TB,T,2015,1.935,0.0
Wiley Michael Wiley,TB,RB,2015,1.935,0.0
Jones Jayson Jones,TB,DL,2015,1.935,0.0
Scott Ben Scott,TB,C,2015,1.935,0.0
Haggard Luke Haggard,TB,G,2015,1.845,0.0
Simmons Elijah Simmons,TB,DL,2015,1.845,0.0
Wisdom Rashad Wisdom,TB,S,2015,1.845,0.0
Deckers Evan Deckers,TB,LS,2015,1.755,0.0
Shepard Sterling Shepard,TB,WR,2015,1.75,0.5
Heck Charlie Heck,TB,RT,2015,1.57,0.4
Vildor Kindle Vildor,TB,CB,2015,1.3375,1.1975
Jones Deion Jones,TB,ED,2015,1.255,0.0
Feeney Dan Feeney,TB,C,2015,1.255,0.0
Bridgewater Teddy Bridgewater,TB,QB,2015,1.255,0.0
Gray J.T. Gray,TB,S,2015,1.255,0.0
Walker Jr. Anthony Walker Jr.,TB,LB,2015,1.255,0.0
Jordan Michael Jordan,TB,G,2015,1.17,0.0
Whitley Benton Whitley,TB,DL,2015,1.145,0.0
Williams Damarion Williams,TB,CB,2015,1.075,0.0
Bazelak Connor Bazelak,TB,QB,2015,0.84,0.0
Simmons Jeffery Simmons,TEN,DL,2015,94.0,47.83
Ridley Calvin Ridley,TEN,WR,2015,92.0,46.98
Moore Dan Moore,TEN,LT,2015,82.0,42.51
Sneed L'Jarius Sneed,TEN,CB,2015,76.4,44.0
Cushenberry Lloyd Cushenberry,TEN,C,2015,50.0,26.0
Ward Cameron Ward,TEN,QB,2015,48.839618,48.839618
Hooker Amani Hooker,TEN,S,2015,40.5,24.86
Latham JC Latham,TEN,LT,2015,26.045188,26.045188
Pollard Tony Pollard,TEN,RB,2015,21.75,10.49
Barton Cody Barton,TEN,LB,2015,21.0,9.0
Key Arden Key,TEN,ED,2015,21.0,11.58
Skoronski Peter Skoronski,TEN,G,2015,19.673318,19.673318
Sweat T'Vondre Sweat,TEN,DL,2015,9.55244,7.926795
Levis Will Levis,TEN,QB,2015,9.542165,8.730961
Zeitler Kevin Zeitler,TEN,G,2015,9.0,8.745
Oladejo Oluwafemi Oladejo,TEN,DL,2015,8.4151,6.427588
Woods Xavier Woods,TEN,S,2015,8.0,3.49
Joseph Sebastian Joseph,TEN,DL,2015,6.5,4.98
Winston Jr. Kevin Winston Jr.,TEN,S,2015,6.404992,1.298176
Spears Tyjae Spears,TEN,RB,2015,5.490616,0.993176
Dike Chimere Dike,TEN,WR,2015,5.400952,1.100952
Helm Gunnar Helm,TEN,TE,2015,5.172908,0.972908
Ayomanor Elic Ayomanor,TEN,WR,2015,4.865816,0.665816
Gray Cedric Gray,TEN,LB,2015,4.854492,0.834492
Slater Jackson Slater,TEN,G,2015,4.560612,0.360612
Harris Marcus Harris,TEN,CB,2015,4.453016,0.253016
Mullings Kalel Mullings,TEN,RB,2015,4.438508,0.238508
Armour-Davis Jalyn Armour-Davis,TEN,CB,2015,4.420328,0.760328
Okonkwo Chig Okonkwo,TEN,TE,2015,4.16434,0.50434
Williams James Williams,TEN,S,2015,4.109492,0.089492
Harrell Jaylen Harrell,TEN,LB,2015,4.100736,0.080736
Mausi Dorian Mausi,TEN,LB,2015,2.97,0.05
Martin-Robinson David Martin-Robinson,TEN,TE,2015,2.8375,0.0175
Kinsey Mason Kinsey,TEN,WR,2015,2.175,0.0
Watson Blake Watson,TEN,RB,2015,2.125,0.0
Gaye Ali Gaye,TEN,ED,2015,2.035,0.0
Brooks Kendell Brooks,TEN,S,2015,2.035,0.0
Kane Sanoussi Kane,TEN,S,2015,2.035,0.0
Ebuka Agoha David Ebuka Agoha,TEN,DL,2015,1.935,0.0
Calligan Keydrain Calligan,TEN,S,2015,1.935,0.0
Riley Cam Riley,TEN,LB,2015,1.935,0.0
Restrepo Xavier Restrepo,TEN,WR,2015,1.935,0.0
Raikes Isaiah Raikes,TEN,DL,2015,1.935,0.0
Webb Clay Webb,TEN,C,2015,1.935,0.0
Wilson Joel Wilson,TEN,TE,2015,1.935,0.0
Lynn Nate Lynn,TEN,DL,2015,1.935,0.0
Presley Hal Presley,TEN,WR,2015,1.935,0.0
Hallett Erick Hallett,TEN,S,2015,1.845,0.0
Horsley Cam Horsley,TEN,DL,2015,1.845,0.0
Crenshaw-Dickson Brandon Crenshaw-Dickson,TEN,RT,2015,1.845,0.0
Robinson Micah Robinson,TEN,S,2015,1.845,0.0
Jones Truman Jones,TEN,ED,2015,1.845,0.0
Oliver Bryce Oliver,TEN,WR,2015,1.755,0.0
Orji Anfernee Orji,TEN,LB,2015,1.755,0.0
Jefferson Van Jefferson,TEN,WR,2015,1.67,1.17
Hekker Johnny Hekker,TEN,P,2015,1.4225,1.1975
Allen Brandon Allen,TEN,QB,2015,1.4225,1.0
Cox Morgan Cox,TEN,LS,2015,1.4225,0.1675
Ward Jihad Ward,TEN,ED,2015,1.405,0.05
Hance Blake Hance,TEN,G,2015,1.32,0.525
Slye Joey Slye,TEN,K,2015,1.295,0.025
Levin Corey Levin,TEN,C,2015,1.255,0.0
Proche James Proche,TEN,WR,2015,1.17,0.0
Bachie Joe Bachie,TEN,LB,2015,1.17,0.0
Udoh Olisaemeka Udoh,TEN,G,2015,1.17,0.0
Lynch James Lynch,TEN,DL,2015,1.17,0.0
Hill Trey Hill,TEN,C,2015,1.145,0.0
Baker Jr. Darrell Baker Jr.,TEN,CB,2015,1.1,0.0
Brown Mike Brown,TEN,S,2015,1.1,0.0
Chestnut Julius Chestnut,TEN,RB,2015,1.1,0.0
Elam Kaiir Elam,TEN,CB,2015,1.1,0.0
Hall Kemon Hall,TEN,CB,2015,1.1,0.0
Horne Timothy Horne,TEN,DL,2015,1.075,0.0
Reed II Jerrick Reed II,TEN,S,2015,1.03,0.0
Ravenell C.J. Ravenell,TEN,DL,2015,0.84,0.0
Dellinger Garrett Dellinger,TEN,G,2015,0.0,0.0
Lattimore Marshon Lattimore,WAS,CB,2015,97.603,34.103
McLaurin Terry McLaurin,WAS,WR,2015,97.0,44.65
Payne Daron Payne,WAS,DL,2015,90.0,55.01
Tunsil Laremy Tunsil,WAS,LT,2015,75.0,50.0
Cosmi Samuel Cosmi,WAS,G,2015,74.0,26.616
Kinlaw Javon Kinlaw,WAS,DL,2015,45.0,30.0
Daniels Jayden Daniels,WAS,QB,2015,37.74665,37.74665
Armstrong Dorance Armstrong,WAS,ED,2015,33.0,16.125
Luvu Frankie Luvu,WAS,LB,2015,31.0,14.625
Biadasz Tyler Biadasz,WAS,C,2015,29.25,17.7
Bates John Bates,WAS,TE,2015,21.0,11.52
Samuel Deebo Samuel,WAS,WR,2015,17.545529,15.430529
Allegretti Nick Allegretti,WAS,G,2015,16.0,9.02
Conerly Jr. Josh Conerly Jr.,WAS,T,2015,15.681094,15.681094
Newton Johnny Newton,WAS,DL,2015,9.75799,8.432355
Wagner Bobby Wagner,WAS,LB,2015,9.0,8.0
Ekeler Austin Ekeler,WAS,RB,2015,8.43,4.21
Harris Will Harris,WAS,S,2015,8.0,3.39
Mariota Marcus Mariota,WAS,QB,2015,8.0,7.39
Sainristil Mike Sainristil,WAS,CB,2015,7.702336,5.258934
Martin Jartavius Martin,WAS,CB,2015,7.637818,5.111991
Amos Trey Amos,WAS,CB,2015,7.28002,4.568725
Sinnott Ben Sinnott,WAS,TE,2015,7.22795,4.597851
Ertz Zach Ertz,WAS,TE,2015,6.25,5.59
Miller Von Miller,WAS,LB,2015,6.1,4.995
Coleman Brandon Coleman,WAS,LT,2015,6.058224,1.22598
Reaves Jeremy Reaves,WAS,S,2015,5.995,4.0
McCaffrey Luke McCaffrey,WAS,WR,2015,5.596312,0.890044
Butler Percy Butler,WAS,S,2015,5.556,3.406
Jones Jonathan Jones,WAS,CB,2015,5.5,4.5
Lane Jaylin Lane,WAS,WR,2015,5.113852,0.913852
Medrano Kain Medrano,WAS,LB,2015,4.408344,0.208344
Magee Jordan Magee,WAS,LB,2015,4.391228,0.371228
Ott Tyler Ott,WAS,LS,2015,4.39,1.61
Croskey-Merritt Jacory Croskey-Merritt,WAS,RB,2015,4.305428,0.105428
Bellore Nick Bellore,WAS,FB,2015,4.2,1.75
Jean-Baptiste Javontae Jean-Baptiste,WAS,ED,2015,4.141188,0.121188
Wylie Andrew Wylie,WAS,RT,2015,4.0,3.495
Paul Chris Paul,WAS,G,2015,3.764444,0.104444
Wise Deatrich Wise,WAS,ED,2015,3.25,2.35
Brown Noah Brown,WAS,WR,2015,3.25,2.47
Kaho Ale Kaho,WAS,LB,2015,2.975,0.075
Way Tress Way,WAS,P,2015,2.8725,2.0
Yankoff Colson Yankoff,WAS,TE,2015,2.84,0.05
Owens Tyler Owens,WAS,S,2015,2.83,0.245
Martin Jake Martin,WAS,ED,2015,2.585,1.05
Hartman Sam Hartman,WAS,QB,2015,2.035,0.0
Good-Jones Julian Good-Jones,WAS,G,2015,2.035,0.0
Igbinoghene Noah Igbinoghene,WAS,CB,2015,1.5,0.5
Johnson Josh Johnson,WAS,QB,2015,1.4225,0.04
Scott Trenton Scott,WAS,RT,2015,1.4225,0.415
McNichols Jeremy McNichols,WAS,RB,2015,1.3375,0.4925
Tuttle Shy Tuttle,WAS,DL,2015,1.2875,0.05
Goldman Eddie Goldman,WAS,DL,2015,1.255,0.315
Hamilton Antonio Hamilton,WAS,CB,2015,1.255,0.0
Moore Chris Moore,WAS,WR,2015,1.255,0.0
Fant George Fant,WAS,RT,2015,1.255,0.0
Day Sheldon Day,WAS,DL,2015,1.255,0.0
Smith Preston Smith,WAS,LB,2015,1.255,0.0
Holmes Jalyn Holmes,WAS,ED,2015,1.17,0.0
Carter II Andre Carter II,WAS,ED,2015,1.145,0.0
Cager Lawrence Cager,WAS,WR,2015,1.145,0.0
Johnson D.J. Johnson,WAS,LB,2015,1.145,0.0
Niang Lucas Niang,WAS,RT,2015,1.1,0.0
Jackson Tyree Jackson,WAS,TE,2015,1.1,0.0
Jackson Drake Jackson,WAS,ED,2015,1.1,0.0
Burks Treylon Burks,WAS,WR,2015,1.1,0.0
Hawkins III Tre Hawkins III,WAS,CB,2015,1.075,0.0
Rush Darius Rush,WAS,CB,2015,1.075,0.0
Aumavae-Laulu Malaesala Aumavae-Laulu,WAS,G,2015,1.075,0.0
Rodriguez Jr. Chris Rodriguez Jr.,WAS,RB,2015,1.03,0.0
Moody Jake Moody,WAS,K,2015,1.03,0.0
Knight Qwuantrezz Knight,WAS,CB,2015,1.005,0.0
Barber Ricky Barber,WAS,DL,2015,0.885,0.0
Nash Nick Nash,WAS,WR,2015,0.885,0.0
Cooper Tyler Cooper,WAS,G,2015,0.885,0.0
Vigers Car'lin Vigers,WAS,CB,2015,0.885,0.0
Brooks Ja’Corey Brooks,WAS,WR,2015,0.885,0.0
McKay Tim McKay,WAS,G,2015,0.885,0.0
McDaniel Rob McDaniel,WAS,CB,2015,0.885,0.0
Maguranyanga T.J. Maguranyanga,WAS,LB,2015,0.885,0.0
Jones Jacoby Jones,WAS,WR,2015,0.885,0.0
Edmonds Chase Edmonds,WAS,RB,2015,0.0,0.0
Driskel Jeff Driskel,WAS,QB,2015,0.0,0.0
